name,sku,description,url,metatitle,metadescription,metakeyword,quantity,price,wholesaleprice,firstsaleprice,secondsaleprice,specialpricefrom,specialpriceto,image,category,productfeatures
Micro Payal,Payal-1296-100-MC,Amazing Micro Payal Polished with Gold Plated (Material - Brass),,,,,10,1950,1950,,,,,Pay-1296-100-01-MC-(1).jpg,Micro Payal,Amazing Micro Payal with Brass and Gold Plated Polish 
Micro Payal,Payal-1174-75-MC,Amazing Micro Payal Polished with Gold Plated (Material - Brass),,,,,10,1350,1350,,,,,Pay-1174-75-01-Mc-(1).jpg,Micro Payal,Amazing Micro Payal with Brass and Gold Plated Polish 
Micro Payal,Payal-1267-56-MC,Magnificant Micro Payal Polished with Gold Plated (Material - Brass),,,,,10,3250,3250,,,,,Pay-1267-56-01-MC-(1).jpg,Micro Payal,Magnificant Micro Payal with Brass and Gold Plated Polish 
Micro Payal,Payal-1157-100-MC,Elegant Micro Payal Polished with Gold Plated (Material - Brass),,,,,10,1350,1350,,,,,"Pay-1157-100-01-MC-(1).jpg,Pay-1157-100-01-MC-(3).jpg",Micro Payal,Elegant Micro Payal with Brass and Gold Plated Polish  
Micro Payal,Payal-160-9025-MC,Artistic Micro Payal Polished with Gold Plated (Material - Brass),,,,,10,900,900,,,,,Pay-160-9025-01-Mc-(1).jpg,Micro Payal,Artistic Micro Payal with Brass and Gold Plated Polish 
Micro Payal,Payal-1169-75-MC,Dazzling Micro Payal Polished with Gold Plated (Material - Brass),,,,,10,2790,2790,,,,,"Pay-1169-75-01-MC-(1).jpg,Pay-1169-75-01-MC-(4).jpg",Micro Payal,Dazzling Micro Payal with Brass and Gold Plated Polish 
Micro Payal,Payal-671-68-MC,Designer Micro Payal Polished with Gold Plated (Material - Brass),,,,,10,2560,2560,,,,,Pay-671-68-01-MC-(1).jpg,Micro Payal,Designer Micro Payal with Brass and Gold Plated Polish 
Micro Payal,Payal-1160-100-MC,Fashionable Micro Payal Polished with Gold Plated (Material - Brass),,,,,10,2290,2290,,,,,Pay-671-68-01-MC-(1).jpg,Micro Payal,Fashionable Micro Payal with Brass and Gold Plated Polish 
Micro Payal,Payal-1157-100-MC,Alluring and beautiful Micro Payal Polished with Gold Plated (Material - Brass),,,,,10,1350,1350,,,,,"Pay-1157-100-01-MC-(1),Pay-1157-100-01-MC-(3).jpg",Micro Payal,Alluring and beautiful Micro Payal with Brass and Gold Plated Polish 
Antique Payal,Payal-1310-06-AT,Marvelous Micro Payal designed with Acute Stone and Polished with Gold plated,,,,,10,2450,2450,,,,,Pay-1310-06-01-MC-(1).jpg,Antique Payal,Marvelous Micro Payal Acute Stone and Gold Plated Polish  
Micro Payal,Payal-1294-100-MC,Elegant  Micro Payal designed with Acute Stone and Polished with Gold plated,,,,,10,1950,1950,,,,,Pay-1294-100-01-MC-(1).jpg,Micro Payal,Elegant  Micro Payal designed with Acute Stone and Gold Plated Polish
Micro Payal,Payal-1171-75-MC,Exquisite Micro Payal designed with Gold Plated Chain (Material - Brass),,,,,10,1490,1490,,,,,Pay-1171-75-01-MC-(1).jpg,Micro Payal,Exquisite Micro Payal designed with Brass and Gold Plated Chain 
Micro Payal,Payal-1151-100-MC,A classy contemporary Micro Payal designed Gold Plated Chain (Material - Brass),,,,,10,1850,1850,,,,,"Pay-1151-100-01-MC-(1).jpg,Pay-1151-100-01-MC-(3).jpg",Micro Payal,A classy contemporary Micro Payal designed with Brass and Gold Plated Chain 
Micro Payal,Payal-1156-100-MC,Stunning Micro Payal designed with Gold Plated Chain (Material - Brass),,,,,10,1290,1290,,,,,Pay-1156-100-01-MC-(1).jpg,Micro Payal,Stunning Micro Payal designed with Brass and Gold Plated Chain 
Micro Payal,Payal-1152-100-MC,Dazzling  Micro Payal designed with Gold Plated Chain (Material - Brass),,,,,10,1050,1050,,,,,"Pay-1152-100-01-MC-(1).jpg,Pay-1152-100-01-MC-(3).jpg",Micro Payal,Dazzling  Micro Payal designed with Brass and Gold Plated Chain 
Micro Payal,Payal-1162-100-MC,Artistic  Micro Payal designed with Gold Plated Chain (Material - Brass),,,,,10,1950,1950,,,,,Pay-1162-100-01-MC-(1).jpg,Micro Payal,Artistic  Micro Payal designed with Brass and Gold Plated Chain 
Micro Payal,Payal-1152-100-MC,Amazing  Micro Payal designed with Gold Plated Chain (Material - Brass),,,,,10,1050,1050,,,,,"Pay-1152-100-01-MC-(1).jpg,Pay-1152-100-01-MC-(3).jpg",Micro Payal,Amazing  Micro Payal designed with Brass and Gold Plated Chain 
American Diamond Pendant & Booties,PB-629-15-AD,Unique American Diamond Pendant Set designed with Silver  and Polished with Gold (Material - Brass),,,,,10,5250,5250,,,,,"PB-629-15-01-AD-(2).jpg,PB-629-15-01-AD-(4).jpg,PB-629-15-01-AD-(5).jpg",AD Pendant Set,"Unique American Diamond Pendant Set With Brass ,Silver  and Polish  Gold "
American Diamond Pendant & Booties,PB-1718-16-AD,Gorgeous  American Daimond  Pendant Set  designed with Meenakari (Material - Brass),,,,,10,5300,5300,,,,,"PB-1718-16-01-AD-(1).jpg,PB-1718-16-01-AD-(4).jpg,PB-1718-16-01-AD-(5).jpg",AD Pendant Set,Gorgeous  American Daimond  Pendant Set  With Brass and  Meenakari
American Diamond Pendant & Booties,PB-1456-33-AD,Fashionable American Diamond Pendant Set  designed with  Safayar Stone  and Polished with Rhodium,,,,,10,4500,4500,,,,,"PB-1456-33-01-AD-(1).jpg,PB-1456-33-01-AD-(4).jpg,PB-1456-33-01-AD-(5).jpg",AD Pendant Set,Fashionable American Diamond Pendant Set  With  Safayar Stone  & Rhodium Polish 
American Diamond Pendant & Booties,PB-1767-24-AD,Magnificant American Daimond Pendant Set  designed with Amberal Stone and Polished with Rhodium,,,,,10,4450,4450,,,,,"PB-1767-24-01-AD-(1).jpg,PB-1767-24-01-AD-(2).jpg,PB-1767-24-01-AD-(4).jpg",AD Pendant Set,Magnificant American Daimond Pendant Set  With Amberal Stone and Rhodium Polish 
American Diamond Pendant & Booties,PB-1078-64-AD,Marvelous American Daimond  Pendant Set Polished with Rhodium (Material - Brass),,,,,10,3600,3600,,,,,"PB-1078-64-01-AD-(1).jpg,PB-1078-64-01-AD-(3).jpg,PB-1078-64-01-AD-(4).jpg",AD Pendant Set,Marvelous American Daimond  Pendant Set With Rhodium Polish And Brass 
American Diamond Pendant Set,PDS-409-9054-AD,Amazing American Daimond  Pendant Set,,,,,10,2050,2050,,,,,"PDS-409-9054-01-AD-(4).jpg,PDS-409-9054-01-AD-(5).jpg",AD Payal ,American Daimond 
American Diamond Pendant Set,PDS-285-9999-AD,Amazing American Daimond  Pendant Set Polished with Rhodium (Material - Brass),,,,,10,6750,6750,,,,,"PDS-285-9999-01-AD-(1).jpg,PDS-285-9999-01-AD-(4).jpg,PDS-285-9999-01-AD-(5).jpg",AD Pendant Set,Amazing American Daimond  Pendant Set With Rhodium Polish And Brass 
American Diamond Pendant Set,PDS-2470-55-AD,Adorable American Daimond  Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,2980,2980,,,,,"PDS-2470-55-01-AD-(1).jpg,PDS-2470-55-01-AD-(3).jpg,PDS-2470-55-01-AD-(4).jpg",AD Pendant Set,Adorable American Daimond  Pendant Set With Gold Silver Polish and Brass 
American Diamond Pendant Set,PDS-413-52-AD,Stylish American Daimond  Pendant Set designed with 92.5 Sterling Silver and Zircon Stone,,,,,10,9100,9100,,,,,"PB-413-52-01-AD-(1).jpg,PB-413-52-01-AD-(4).jpg,PB-413-52-01-AD-(5).jpg",AD Pendant Set,Stylish American Daimond  Pendant Set With 92.5 Sterling Silver and Zircon Stone 
American Diamond Pendant & Booties,PB-1368-78-AD,Elegant American Daimond  Pendant Set designed with Stone and Brass ,,,,,10,11500,11500,,,,,"PB-1368-78-01-AD.jpg,PB-1368-78-01-AD-(2).jpg,PB-1368-78-01-AD-(3).jpg",AD Pendant Set,Elegant American Daimond  Pendant Set With Stone  & Brass 
American Diamond Pendant & Booties,PB-1763-33-AD,Stunning American Daimond  Pendant Set designed with Silver Gold Chain (Material - Brass),,,,,10,6600,6600,,,,,"PB-1763-33-01-AD-(1).jpg,PB-1763-33-01-AD-(3).jpg",AD Pendant Set,Stunning American Daimond  Pendant Set With Silver Gold Chain and Brass
American Diamond Pendant & Booties,PB-1328-83-AD,Sophisticated and designer American Daimond  Pendant Set designed with Silver Gold Chain (Material - Brass),,,,,10,4750,4750,,,,,"PB-1328-83-01-AD-(1).jpg,PB-1328-83-01-AD-(3).jpg,PB-1328-83-01-AD-(4).jpg",AD Pendant Set,Sophisticated and designer American Daimond  Pendant Set With Silver Gold Chain & Brass
American Diamond Pendant & Booties,PB-1764-9066-AD,Unique American Daimond  Pendant Set designed with Silver Gold Chain ,,,,,10,4200,4200,,,,,"PB-1764-9066-01-AD-(1).jpg,PB-1764-9066-01-AD-(3).jpg,PB-1764-9066-01-AD-(5).jpg",AD Pendant Set,Unique American Daimond  Pendant Set With  Silver Gold Chain 
American Diamond Pendant & Booties,PB-1777-33-AD,Artistic American Daimond  Pendant Set designed with Silver Gold Chain (Material - Brass),,,,,10,4650,4650,,,,,"PB-1777-33-01-AD-(1).jpg,PB-1777-33-01-AD-(3).jpg",AD Pendant Set,Artistic American Daimond  Pendant Set With Silver Gold Chain and Brass 
American Diamond Pendant Set,PDS-533-9030-AD,Amazing American Daimond Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,3950,3950,,,,,"PDS-533-9030-01-AD-(1).jpg,PDS-533-9030-01-AD-(3).jpg,PDS-533-9030-01-AD-(4).jpg",AD Pendant Set,Amazing American Daimond Pendant Set with  Gold Silver Polish and Brass 
American Diamond Pendant & Booties,PB-1770-9030-AD,Artistic American Daimond  Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,3475,3475,,,,,"PB-1770-9030-01-AD-(1).jpg,PB-1770-9030-01-AD-(3).jpg,PB-1770-9030-01-AD-(4).jpg",AD Pendant Set,Artistic American Daimond  Pendant Set with  Gold Silver Polish and Brass
American Diamond Pendant Set,PDS-105-9030-Set,Stunning American Daimond  Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,3615,3615,,,,,"PDS-105-9030-01-Set-(1).jpg,PDS-105-9030-01-Set-(3).jpg",AD Pendant Set,Stunning American Daimond  Pendant Set with  Gold Silver Polish and Brass
American Diamond Pendant & Booties,PB-1325-83-AD,Sophisticated and designer American Daimond Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,5650,5650,,,,,"PB-1325-83-01-AD-(2).jpg,PB-1325-83-01-AD-(4).jpg,PB-1325-83-01-AD-(5).jpg",AD Pendant Set,Sophisticated and designer American Daimond Pendant Set with  Gold Silver Polish and Brass
American Diamond Pendant & Booties,PB-843-81-AD,Unique American Daimond  Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,3750,3750,,,,,"PB-843-81-01-AD-(1).jpg,,PB-843-81-01-AD-(3).jpg,PB-843-81-01-AD-(4).jpg",AD Pendant Set,Unique American Daimond  Pendant Set with  Gold Silver Polish and Brass
American Diamond Pendant Set,PDS-2464-55-AD,Sparkling American Daimond  Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,3750,3750,,,,,"PDS-2464-55-01-AD-(1).jpg,PDS-2464-55-01-AD-(3).jpg",AD Pendant Set,Sparkling American Daimond  Pendant Set with  Gold Silver Polish and Brass
American Diamond Pendant Set,PDS-2500-13-AD,Marvelous American Daimond  Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,2500,2500,,,,,"PDS-2500-13-01-AD-(1).jpg,PDS-2500-13-01-AD-(3).jpg,PDS-2500-13-01-AD-(4).jpg",AD Pendant Set,Marvelous American Daimond  Pendant Set with  Gold Silver Polish and Brass
American Diamond Pendant Set,PDS-1774-9030-AD,Magnificant American Daimond  Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,3050,3050,,,,,"PB-1774-9030-01-AD-(1).jpg,PB-1774-9030-01-AD-(3).jpg,PB-1774-9030-01-AD-(4).jpg",AD Pendant Set,Magnificant American Daimond  Pendant Set with  Gold Silver Polish and Brass
American Diamond Pendant & Booties,PB-608-64-AD,Elegant American Daimond  Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,3350,3350,,,,,"PB-608-64-01-AD-(1).jpg,PB-608-64-01-AD-(3).jpg,PB-608-64-01-AD-(4).jpg",AD Pendant Set,Elegant American Daimond  Pendant Set with  Gold Silver Polish and Brass
American Diamond Pendant & Booties,PB-1415-33-AD,Alluring American Daimond  Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,6250,6250,,,,,"PB-1415-33-01-AD-(1).jpg,PB-1415-33-01-AD-(3).jpg,PB-1415-33-01-AD-(4).jpg",AD Pendant Set,Alluring American Daimond  Pendant Set with  Gold Silver Polish and Brass
American Diamond Pendant & Booties,PB-1033-64-AD,Fashionable American Daimond  Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,4600,4600,,,,,"PB-1033-64-01-AD-(1).jpg,PB-1033-64-01-AD-(3).jpg,PB-1033-64-01-AD-(4).jpg",AD Pendant Set,Fashionable American Daimond  Pendant Set with  Gold Silver Polish and Brass
American Diamond Pendant & Booties,PB-1552-25-AD,Unique American DaimondPendant Set Polished with Gold and Silver (Material - Brass),,,,,10,5895,5895,,,,,"PB-1552-25-01-AD-(1).jpg,PB-1552-25-01-AD-(3).jpg,PB-1552-25-01-AD-(4).jpg",AD Pendant Set,Unique American DaimondPendant Set with  Gold Silver Polish and Brass
American Diamond Pendant & Booties,PB-1761-33-AD,Designer American Daimond Pendant Set with Polished with Gold and Silver (Material - Brass),,,,,10,4795,4795,,,,,"PB-1761-33-01-AD-(1).jpg,PB-1761-33-01-AD-(4).jpg,PB-1761-33-01-AD-(5).jpg",AD Pendant Set,Designer American Daimond Pendant Set with  Gold Silver Polish and Brass
American Diamond Pendant & Booties,PB-1527-25-AD,Dazzling American DaimondPendant Set Polished with Gold and Silver (Material - Brass),,,,,10,3595,3595,,,,,"PB-1527-25-01-AD-(1).jpg,PB-1527-25-01-AD-(3).jpg,PB-1527-25-01-AD-(4).jpg",AD Pendant Set,Dazzling American DaimondPendant Set with  Gold Silver Polish and Brass
American Diamond Pendant & Booties,PB-1778-9037-AD,Amazing American Daimond Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,3900,3900,,,,,"PB-1778-9037-01-AD-(1).jpg,PB-1778-9037-01-AD-(3).jpg,PB-1778-9037-01-AD-(4).jpg,",AD Pendant Set,Amazing American Daimond Pendant Set with  Gold Silver Polish and Brass
American Diamond Pendant Set,PDS-2433-55-AD,Artistic American Daimond Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,6500,6500,,,,,"PDS-2433-55-01-AD-(1).jpg,PDS-2433-55-01-AD-(3).jpg",AD Pendant Set,Artistic American Daimond Pendant Set with  Gold Silver Polish and Brass
American Diamond Pendant & Booties,PB-1326-83-AD,Elegant American Daimond Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,4750,4750,,,,,"PB-1326-83-01-AD-(1).jpg,PB-1326-83-01-AD-(4).jpg,v.jpg",AD Pendant Set,Elegant American Daimond Pendant Set with  Gold Silver Polish and Brass
American Diamond Pendant Set,PDS-1898-68-AD,Charming American Daimond Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,3290,3290,,,,,"PDS-1898-68-01-AD-(1).jpg,PDS-1898-68-01-AD-(3).jpg,PDS-1898-68-01-AD-(4).jpg",AD Pendant Set,Charming American Daimond Pendant Set with  Gold Silver Polish and Brass 
American Diamond Pendant & Booties,PB-1197-83-AD,Fashionable American Daimond  Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,6550,6550,,,,,"PB-1197-83-01-AD-(1).jpg,PB-1197-83-01-AD-(3).jpg,PB-1197-83-01-AD-(4).jpg",AD Pendant Set,Fashionable American Daimond  Pendant Set  with  Gold Silver Polish and Brass
American Diamond Pendant Set,PDS-2352-15-AD,Stunning American Daimond Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,6250,6250,,,,,"PDS-2352-15-01-AD-(1).jpg,PDS-2352-15-01-AD-(3).jpg,PDS-2352-15-01-AD-(4).jpg",AD Pendant Set,Stunning American Daimond Pendant Set with Gold Silver Polish & Brass 
American Diamond Pendant Set,PDS-408-9085-AD,Marvelous American Daimond Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,7650,7650,,,,,"PDS-408-9085-01-AD-(1).jpg,PDS-408-9085-01-AD-(3).jpg,PDS-408-9085-01-AD-(4).jpg,PDS-408-9085-01-AD-(5).jpg",AD Pendant Set,Marvelous American Daimond Pendant Set with Gold Silver Polish & Brass
American Diamond Pendant & Booties,PB-1327-83-AD,Magnificant American Daimond Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,5400,5400,,,,,"PB-1327-83-01-AD-(1).jpg,PB-1327-83-01-AD-(3).jpg,PB-1327-83-01-AD-(4).jpg",AD Pendant Set,Magnificant American Daimond Pendant Set with Gold Silver Polish & Brass
American Diamond Pendant Set,PDS-2434-55-AD,Unique American Daimond Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,6750,6750,,,,,"PDS-2434-55-01-AD-(1).jpg,PDS-2434-55-01-AD-(3).jpg,PDS-2434-55-01-AD-(4).jpg",AD Pendant Set,Unique American Daimond Pendant Set with Gold Silver Polish & Brass
American Diamond Pendant & Booties,PB-1798-16-AD,Designer American Daimond Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,6500,6500,,,,,"PB-1798-16-01-AD-(2).jpg,PB-1798-16-01-AD-(4).jpg,PB-1798-16-01-AD-(5).jpg",AD Pendant Set,Designer American Daimond Pendant Set with Gold Silver Polish & Brass
American Diamond Pendant Set,PDS-090-9999-Set, Fashionable American Daimond Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,7500,7500,,,,,"PDS-090-9999-01-Set-(1).jpg,PDS-090-9999-01-Set-(3).jpg,",AD Pendant Set, Fashionable American Daimond Pendant Set with Gold Silver Polish & Brass
American Diamond Pendant & Booties,PB-212-16-AD,American Daimond Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,6800,6800,,,,,"PB-212-16-01-AD-(1).jpg,PB-212-16-01-AD-(3).jpg,PB-212-16-01-AD-(4).jpg",AD Pendant Set,American Daimond Pendant Set with Gold Silver Polish & Brass
American Diamond Pendant Set,PDS-2461-55-AD,Unique American Daimond Pendant Set Polished with Gold and Silver (Material - Brass),,,,,10,3150,3150,,,,,"PDS-2461-55-01-AD-(1).jpg,PDS-2461-55-01-AD-(3).jpg,PDS-2461-55-01-AD-(4).jpg",AD Pendant Set,Unique American Daimond Pendant Set with Gold Silver Polish & Brass
Mix Pendant & Booties,PB-856-16-Mix,Marvelous American Daimond Pendant Set designed with Ruby Invisible Setting and Polished with Silver (Material - Brass),,,,,10,950,950,,,,,"PB-856-16-01-MIX-(1).jpg,PB-856-16-01-MIX-(4).jpg,PB-856-16-01-MIX-(5).jpg",AD Pendant Set,Marvelous American Daimond Pendant Set with Ruby Invisible Setting and Silver Polish & Brass 
American Diamond Pendant Set,PDS-2432-55-AD,Stunning American Daimond Pendant Set designed with Safayar Stone and Polished with Silver (Material - Brass),,,,,10,7000,7000,,,,,"PDS-2432-55-01-AD-(1).jpg,PDS-2432-55-01-AD-(3).jpg,PDS-2432-55-01-AD-(4).jpg",AD Pendant Set,"Stunning American Daimond & Safayar Stone, Silver Polish & Brass "
American Diamond Pendant & Booties,PB-1445-33-AD,Stylish American Daimond Pendant Set designed with Gold and Silver Chain ,,,,,10,6800,6800,,,,,"PB-1445-33-01-AD-(1).jpg,PB-1445-33-01-AD-(3).jpg",AD Pendant Set,stylish American Daimond Pendant Set with  Gold Silver Chain 
American Diamond Pendant & Booties,PB-380-15-AD,Fashionable American Daimond Pendant Set designed with Gold and Silver Chain (Material - Brass),,,,,10,2675,2675,,,,,"PB-380-15-01-AD-(1).jpg,PB-380-15-01-AD-(3).jpg,PB-380-15-01-AD-(4).jpg",AD Pendant Set,Fashionable American Daimond Pendant Set with  Gold Silver Chain  and Brass 
American Diamond Pendant & Booties,PB-1734-15-AD,Amazing American Daimond Pendant Set designed with Gold and Silver Chain (Material - Brass),,,,,10,4150,4150,,,,,"PB-1734-15-01-AD-(1).jpg,PB-1734-15-01-AD-(3).jpg,PB-1734-15-01-AD-(4).jpg",AD Pendant Set,Amazing American Daimond Pendant Set with Gold Silver Chain & Brass 
American Diamond Pendant & Booties,PB-277-33-AD,Gorgeous American Daimond Pendant Set designed with Gold and Silver Chain (Material - Brass),,,,,10,3650,3650,,,,,"PB-277-33-01-AD-(1).jpg,PB-277-33-01-AD-(3).jpg,PB-277-33-01-AD-(4).jpg",AD Pendant Set,Gorgeous American Daimond Pendant Set with Gold Silver Chain & Brass 
American Diamond Pendant Set,PDS-2435-13-AD,Magnificant American Daimond Pendant Set designed with Gold and Silver Chain (Material - Brass),,,,,10,2500,2500,,,,,"PDS-2435-13-01-AD-(1).jpg,,PDS-2435-13-01-AD-(3).jpg",AD Pendant Set,Magnificant American Daimond Pendant Set with Gold Silver Chain  & Brass 
American Diamond Pendant & Booties,PB-1046-64-AD,BeautifulAmerican Daimond Pendant Set designed with Gold and Silver Chain (Material - Brass),,,,,10,2650,2650,,,,,"PB-1046-64-01-AD-(1).jpg,PB-1046-64-01-AD-(3).jpg,PB-1046-64-01-AD-(4).jpg",AD Pendant Set,BeautifulAmerican Daimond Pendant Set with  Silver Chain & Brass 
American Diamond Pendant & Booties,PB-1444-33-AD,Unique American Daimond Pendant Set designed with Gold and Silver Chain (Material - Brass),,,,,10,5250,5250,,,,,"PB-1444-33-01-AD-(1).jpg,PB-1444-33-01-AD-(3).jpg,PB-1444-33-01-AD-(4).jpg",AD Pendant Set,Unique American Daimond Pendant Set with  Gold Silver Chain & Brass 
American Diamond Pendant & Booties,PB-1772-22-AD,Artistic American Daimond Pendant Set designed with Gold and Silver Chain (Material - Brass),,,,,10,5500,5500,,,,,"PB-1772-24-01-AD-(1).jpg,PB-1772-24-01-AD-(3).jpg",AD Pendant Set,Artistic American Daimond Pendant Set with   Gold &  Silver Chain & Brass 
American Diamond Pendant Set,PDS-2469-55-AD,Amazing American Daimond Pendant Set designed with Gold and Silver Chain (Material - Brass),,,,,10,4690,4690,,,,,"PDS-2469-55-01-AD-(1).jpg,PDS-2469-55-01-AD-(4).jpg,PDS-2469-55-01-AD-(5).jpg",AD Pendant Set,Amazing American Daimond Pendant Set with   Gold &  Silver Chain & Brass 
American Diamond Pendant Set,PDS-2462-55-AD,Adorable American Daimond Pendant Set designed with Silver Chain (Material- Brass),,,,,10,4650,4650,,,,,"PDS-2462-55-01-AD-(1).jpg,PDS-2462-55-01-AD-(4).jpg,PDS-2462-55-01-AD-(5).jpg",AD Pendant Set,Adorable American Daimond Pendant Set with  Gold &  Silver Chain & Brass 
American Diamond Pendant & Booties,PB-1422-33-AD,Stunning American Daimond Pendant Set designed with Silver Chain (Material- Brass),,,,,10,3150,3150,,,,,"PB-1422-33-01-AD-(1).jpg,PB-1422-33-01-AD-(3).jpg",AD Pendant Set,Stunning American Daimond Pendant Set with    Silver Chain & Brass 
