name,sku,description,url,metatitle,metadescription,metakeyword,quantity,price,wholesaleprice,firstsaleprice,secondsaleprice,specialpricefrom,specialpriceto,image,category,productfeatures
American Daimond Kada,Kada-795-22-AD,Silver Kada embedded with blue stone gives a dynasty look.,,,,,1,9500,9500,,,,,"KADA-795-22-01_(1).jpg, KADA-795-22-01_(2).jpg, KADA-795-22-01_(3).jpg",AD KADA,Silver Kada embedded with blue stone gives a dynasty look.
American Daimond Kada,Kada-2369-33-AD,"A masterpiece specially crafted in peacock design with the dazzling combination of diamond & stones, it will give the real feeling of pure pride of royal life.",,,,,1,5500,5500,,,,,"KADA-2369-33-01_(1).jpg, KADA-2369-33-01_(3).jpg, KADA-2369-33-01_(5).jpg, KADA-2369-33-01_(6).jpg",AD KADA,"A masterpiece specially crafted in peacock design with the dazzling combination of diamond & stones, it will give the real feeling of pure pride of royal life."
American Daimond Kada,Kada-2520-55-AD ,A wavy design with a white silver touch gives an elegant look to your personality.,,,,,1,750,750,,,,,"KADA-2520-55-01_(1).jpg, KADA-2520-55-01_(2).jpg, KADA-2520-55-01_(3).jpg",AD KADA,A wavy design with a white silver touch gives an elegant look to your personality.
American Daimond Kada,Kada-1980-64-AD,"Beautiful Pink stone embedded in a white diamond kada with curvey stripes, which is good goes on wedding & western looks.",,,,,1,2200,2200,,,,,"KADA-1980-64-01_(1).jpg, KADA-1980-64-01_(2).jpg, KADA-1980-64-01_(3).jpg",AD KADA,"Beautiful Pink stone embedded in a white diamond kada with curvey stripes, which is good goes on wedding & western looks."
American Daimond Kada,Kada-2366-33-AD ,A Princess touch with elegant pink stones will surely gives the princess feeling.,,,,,1,4650,4650,,,,,"KADA-2366-33-01_(1).jpg, KADA-2366-33-01_(2).jpg, KADA-2366-33-01_(3).jpg",AD KADA,A Princess touch with elegant pink stones will surely gives the princess feeling.
American Daimond Kada,Kada-2521-55-AD ,Connective of two ends with a slant diamond & sleek design gives it a party look for elegant people.,,,,,1,590,590,,,,,"KADA-2521-55-01_(1).jpg, KADA-2521-55-01_(2).jpg, KADA-2521-55-01(3).jpg",AD KADA,Connective of two ends with a slant diamond & sleek design gives it a party look for elegant people.
American Daimond Kada,Kada-2522-55-AD,Zig Zag shape with a 4 pink stones in drop shapes give a stunning look to this diamond kada.,,,,,1,990,990,,,,,"KADA-2522-55-01_(1).jpg, KADA-2522-55-01_(2).jpg, KADA-2522-55-01_(3).jpg",AD KADA,Zig Zag shape with a 4 pink stones in drop shapes give a stunning look to this diamond kada.
American Daimond Kada,Kada-2217-33-AD,Ends are connecting with two diamond shape & sleek design gives it a perfect stylish look to this diamond kada.,,,,,1,650,650,,,,,"KADA-2217-33-01_(1).jpg, KADA-2217-33-01_(2).jpg, KADA-2217-33-01_(3).jpg",AD KADA,Ends are connecting with two diamond shape & sleek design gives it a perfect stylish look to this diamond kada.
American Daimond Kada,Kada-2011-83-AD,A great example of artistic design; three balloon shaped diamond embedded with different shapes of lovely pink stones gives a Maharani feel to this diamond kada. ,,,,,1,3800,3800,,,,,"KADA-2011-83-01_(1).jpg, KADA-2011-83-01_(3).jpg, KADA-2011-83-01_(4).jpg",AD KADA,A great example of artistic design; three balloon shaped diamond embedded with different shapes of lovely pink stones gives a Maharani feel to this diamond kada. 
American Daimond Kada,Kada-2013-83-AD,"A design to love, a beautiful craftsmanship using pink stones and green wave belt around it can flaunt anyone.",,,,,1,5100,5100,,,,,"KADA-2013-83-01_(1).jpg, KADA-2013-83-01_(2), KADA-2013-83-01_(3).jpg",AD KADA,"A design to love, a beautiful craftsmanship using pink stones and green wave belt around it can flaunt anyone."
American Daimond Kada,Kada-1727-04-AD,A feel of Egyptian design with the mix of Indian make this design standout in every way.,,,,,1,5200,5200,,,,,"KADA-1727-04-01_(1).jpg, KADA-1727-04-01_(2).jpg, KADA-1727-04-01_(3).jpg",AD KADA,A feel of Egyptian design with the mix of Indian make this design standout in every way.
American Daimond Kada,Kada-2203-33-AD,A wavy design with a white silver touch & floral in center gives an elegant look to your personality.,,,,,1,650,650,,,,,"KADA-2203-33-01_(1).jpg, KADA-2203-33-01_(2).jpg, KADA-2203-33-01_(3).jpg",AD KADA,A wavy design with a white silver touch & floral in center gives an elegant look to your personality.
American Daimond Kada,Kada-2202-33-AD,The brilliant use of diamond design in sleek kada with a superior look for every occasion.,,,,,1,700,700,,,,,"KADA-2202-33-01_(1).jpg, KADA-2202-33-01_(2).jpg, KADA-2202-33-01_(3).jpg",AD KADA,The brilliant use of diamond design in sleek kada with a superior look for every occasion.
American Daimond Kada,Kada-1730-04-AD,A Diamond Kada with embedded of diamond in wavy sape which creates the 3D & classy look.,,,,,1,4350,4350,,,,,"KADA-1730-04-01_(1).jpg, KADA-1730-04-01_(2).jpg, KADA-1730-04-01_(3).jpg",AD KADA,A Diamond Kada with embedded of diamond in wavy sape which creates the 3D & classy look.
American Daimond Kada,Kada-955-78-AD,"Diamonds are women’s best friend, embedded with small & beautiful diamonds in center",,,,,1,9995,9995,,,,,"KADA-955-78-01_(1).jpg, KADA-955-78-01_(3).jpg, KADA-955-78-01_(4).jpg",AD KADA,"Diamonds are women’s best friend, embedded with small & beautiful diamonds in center"
American Daimond Kada,Kada-2372-33-AD,A multicolor stone in floral shape embedded with a diamond in center gives a dynasty look to this diamond kada.,,,,,1,1395,1395,,,,,"KADA-2372-33-01_(1).jpg, KADA-2372-33-01_(2).jpg, KADA-2372-33-01_(3).jpg",AD KADA,A multicolor stone in floral shape embedded with a diamond in center gives a dynasty look to this diamond kada.
American Daimond Kada,Kada-1465-72-AD,A Purple color cross wave on a heavy diamond kada gives a elegant feeling to the wrist.,,,,,1,14700,14700,,,,,"KADA-1465-72-01_(1).jpg, KADA-1465-72-01_(2).jpg, KADA-1465-72-01_(4).jpg",AD KADA,A Purple color cross wave on a heavy diamond kada gives a elegant feeling to the wrist.
American Daimond Kada,Kada-978-63-AD,"An eye sparkling design, kada that can flaunt anyone. ",,,,,1,5250,5250,,,,,"KADA-978-63-01_(1).jpg, KADA-978-63-01_(2).jpg, KADA-978-63-01)_(3).jpg",AD KADA,"An eye sparkling design, kada that can flaunt anyone. "
American Diamond Necklace set ,SET-3271-60-AD,Classic set with diamonds in 92.5 sterling silver,,,,,1,26500,26500,,,,,"999SET327160AD.jpg, 999SET327160AD01.Jpg",AD NECKLACE SET,Classic set with diamonds in 92.5 sterling silver
American Daimond Necklace Set,SET-3269-60-AD,Especially handcrafted for the real occasion this exquisite necklace is worth wearing.,,,,,1,22500,22500,,,,,"999SET326960AD.jpg, 999SET326960AD01.Jpg",AD NECKLACE SET,Especially handcrafted for the real occasion this exquisite necklace is worth wearing.
American Diamond Necklace set,SET-324-9999-AD,Adorable set with diamonds in 92.5 sterling silver,,,,,1,26500,26500,,,,,"999SET3249999AD.jpg, 999SET3249999AD01.Jpg",AD NECKLACE SET,Adorable set with diamonds in 92.5 sterling silver
American Diamond Necklace set ,SET-4051-39-AD,Elegant set with marquise diamonds and pearls in 92.5 sterling silver.,,,,,1,7400,7400,,,,,"999SET405139AD.jpg, 999SET405139AD01.Jpg",AD NECKLACE SET,Elegant set with marquise diamonds and pearls in 92.5 sterling silver.
American Diamond Necklace set ,SET-2017-13-AD,Femine flower shape american diamond set in 92.5 sterling silver.,,,,,1,12100,12100,,,,,"999SET201713AD.jpg, 999SET201713AD01.Jpg",AD NECKLACE SET,Femine flower shape american diamond set in 92.5 sterling silver.
American Diamond Necklace set ,SET-2144-22-VC,Handmade set with black beads and diamond in 92.5 sterling silver,,,,,1,5300,5300,,,,,"999SET214422VC.jpg, 999SET214422VC01.Jpg",AD NECKLACE SET,Handmade set with black beads and diamond in 92.5 sterling silver
American Daimond Necklace Set,Set-8428-72-AD,You can't take your eyes off from this beautiful green stone necklace.,,,,,1,62500,62500,,,,,"Set-8428-72-01_(1).jpg, Set-8428-72-01_(4).jpg, Set-8428-72-01_(5).jpg",AD NECKLACE SET,You can't take your eyes off from this beautiful green stone necklace.
American Daimond Necklace Set,Set-9191-72-AD,So royal & so beautiful a masterpiece design of necklace which is elegantly belongs to you.,,,,,1,41500,41500,,,,,"Set-9191-72-01_(1).jpg, Set-9191-72-01_(3).jpg, Set-9191-72-01_(4).jpg",AD NECKLACE SET,So royal & so beautiful a masterpiece design of necklace which is elegantly belongs to you.
American Daimond Necklace Set,Set-5482-60-AD,Red is classy & this necklace stands above all design with such a exotic look it is hard to resist yourself.,,,,,1,12500,12500,,,,,"Set-5482-60-01_(1)_(01).jpg, Set-5482-60-01_(3).jpg, Set-5482-60-01_(4).jpg",AD NECKLACE SET,Red is classy & this necklace stands above all design with such a exotic look it is hard to resist yourself.
American Daimond Necklace Set,Set-6946-33-AD,"White look superior & if it is embedded with American diamond in necklace, undoubtley it will give a princess touch.",,,,,1,13500,13500,,,,,"Set-6946-33-01_(1).jpg, Set-6946-33-01_(3).jpg, Set-6946-33-01_(4).jpg",AD NECKLACE SET,"White look superior & if it is embedded with American diamond in necklace, undoubtley it will give a princess touch."
American Daimond Necklace Set,Set-9139-67-AD,Multi colored stones with beautiful American dimond make this necklace stunning  & elegant,,,,,1,11500,11500,,,,,"Set-9139-67-01_(1).jpg, Set-9139-67-01_(4).jpg",AD NECKLACE SET,Multi colored stones with beautiful American dimond make this necklace stunning  & elegant
American Daimond Necklace Set,Set-8191-33-AD,Blue color stone embedded in beautiful necklace which gives a dynasty look.,,,,,1,18900,18900,,,,,"Set-8191-33-01_(1).jpg, Set-8191-33-01_(2).jpg",AD NECKLACE SET,Blue color stone embedded in beautiful necklace which gives a dynasty look.
American Daimond Necklace Set,Set-5449-60-AD,Diamonds are womens best friend & big diamonds embedded in the center of this designer necklace have a charm to flaunt anyone.,,,,,1,26500,26500,,,,,"Set-5449-60-01_(1).jpg, Set-5449-60-01_(3).jpg, Set-5449-60-01_(4).jpg",AD NECKLACE SET,Diamonds are womens best friend & big diamonds embedded in the center of this designer necklace have a charm to flaunt anyone.
American Daimond Necklace Set,Set-5453-60-AD,Small waves of diamonds make this necklace a ocean of diamond with elegant look.,,,,,1,25500,25500,,,,,"Set-5453-60-01_(1).jpg, Set-5453-60-01_(3).jpg, Set-5453-60-01.jpg",AD NECKLACE SET,Small waves of diamonds make this necklace a ocean of diamond with elegant look.
American Daimond Necklace Set,Set-6253-24-AD,A loop of cricle with a precious blue stone makes this diamond necklace ready to wear for any occasions.,,,,,1,18000,18000,,,,,"Set-6253-24-01_(1).jpg, Set-6253-24-01_(3).jpg, Set-6253-24-01_(4).jpg",AD NECKLACE SET,A loop of cricle with a precious blue stone makes this diamond necklace ready to wear for any occasions.
American Daimond Necklace Set,Set-8645-24-AD,A synonym of highness is this beautifully crafted necklace.,,,,,1,23000,23000,,,,,"Set-8645-24-01_(1).jpg, Set-8645-24-01_(5).jpg, Set-8645-24-01_(2).jpg",AD NECKLACE SET,A synonym of highness is this beautifully crafted necklace.
American Daimond Necklace Set,Set-2904-33-AD,A perfect look of rich Mughal era gives this necklace an elite look.,,,,,1,11000,11000,,,,,"Set-2904-33-01_(5).jpg, Set-2904-33-01_(7).jpg, Set-2904-33-01_(4).jpg",AD NECKLACE SET,A perfect look of rich Mughal era gives this necklace an elite look.
American Daimond Necklace Set,Set-2937-33-AD,Touch of Queen & elegance that personified this stunning necklace.,,,,,1,7695,7695,,,,,"Set-2937-33-01_(1).jpg, Set-2937-33-01_(3).jpg, Set-2937-33-01_(4).jpg",AD NECKLACE SET,Touch of Queen & elegance that personified this stunning necklace.
American Daimond Necklace Set,Set-7739-24-AD,A classy contemporary design of necklace to suite your classy look.,,,,,1,12750,12750,,,,,"Set-7739-24-01_(1)-Recovered.jpg, Set-7739-24-01_(3).jpg, Set-7739-24-01_(4).jpg",AD NECKLACE SET,A classy contemporary design of necklace to suite your classy look.
American Daimond Necklace Set,Set-5753-83-AD,Cuteness is filled in this beautiful pink diamond necklace.,,,,,1,9200,9200,,,,,"Set-5753-83-01_(1)n.jpg, Set-5753-83-01_(3)n.jpg, Set-5753-83-01_(4).jpg",AD NECKLACE SET,Cuteness is filled in this beautiful pink diamond necklace.
American Daimond Necklace Set,Set-6956-33-AD,"Artistic design at its best, a brilliant piece of art in this necklace truly deserves the second look.",,,,,1,15500,15500,,,,,"Set-6956-33-01_(1).jpg, Set-6956-33-01_(2).jpg,Set-6956-33-01_(3).jpg",AD NECKLACE SET,"Artistic design at its best, a brilliant piece of art in this necklace truly deserves the second look."
American Daimond Necklace Set,Set-7902-33-AD,"Magical feel, isn't it? This Mind blowing necklace deserves to be worn around your neck.",,,,,1,10500,10500,,,,,"Set-7902-33-01_(1).jpg, Set-7902-33-01_(2).jpg",AD NECKLACE SET,"Magical feel, isn't it? This Mind blowing necklace deserves to be worn around your neck."
American Daimond Necklace Set,Set-8664-24-AD,"Splendid in its own design, this emperor era look necklace is the dream of every woman.",,,,,1,12990,12990,,,,,"Set-8664-24-01_(1).jpg, Set-8664-24-01_(2).jpg, Set-8664-24-01_(3).jpg",AD NECKLACE SET,"Splendid in its own design, this emperor era look necklace is the dream of every woman."
American Daimond Necklace Set,Set-7889-33-AD,A green emerald necklace for the hidden princess in you.,,,,,1,11995,11995,,,,,"Set-7889-33-01_(1).jpg, Set-7889-33-01.jpg, Set-7889-33-01_(3).jpg",AD NECKLACE SET,A green emerald necklace for the hidden princess in you.
Ameican Daimond Necklace Set,Set-4252-30-AD,Inspired by the beauty of Greece goddess will make you look the goddess of beauty.,,,,,1,21000,21000,,,,,"Set-4252-30-01_(1).jpg, Set-4252-30-01_(4).jpg",AD NECKLACE SET,Inspired by the beauty of Greece goddess will make you look the goddess of beauty.
Ameican Daimond Necklace Set,Set-6138-81-AD,Gorgeous flower design embedded in American diamond give this necklace a stunning look.,,,,,1,9750,9750,,,,,"Set-6138-81-01_(1).jpg, Set-6138-81-01_(3).jpg, Set-6138-81-01_(4).jpg",AD NECKLACE SET,Gorgeous flower design embedded in American diamond give this necklace a stunning look.
Ameican Daimond Necklace Set,Set-7592-16-AD,Necklace which will flaunt you & your eyes. Beautifully designed which make the others eye follow you.,,,,,1,35000,35000,,,,,"Set-7592-16-01_(1).jpg, Set-7592-16-01_(3).jpg",AD NECKLACE SET,Necklace which will flaunt you & your eyes. Beautifully designed which make the others eye follow you.
American Daimond Necklace Set,Set-7895-33-AD,"Not 1, not 2 & not even 3 this beautiful necklace incorporates the 4 design in one itself.",,,,,1,10800,10800,,,,,"Set-7895-33-01_(1).jpg, Set-7895-33-01_(3).jpg",AD NECKLACE SET,"Not 1, not 2 & not even 3 this beautiful necklace incorporates the 4 design in one itself."
Ameican Daimond Necklace Set,Set-6948-33-AD,Beauty with perfection can be seen in this elegantly designed necklace.,,,,,1,12500,12500,,,,,"Set-6948-33-01_(1)n.jpg, Set-6948-33-01_(3)n.jpg",AD NECKLACE SET,Beauty with perfection can be seen in this elegantly designed necklace.
Ameican Daimond Necklace Set,Set-9328-55-AD,Inspired by the Stone Age & beautiful carving on the beads with matching earrings make this Necklace set on of its own kind.,,,,,1,15000,15000,,,,,"Set-9328-55-01_(5).jpg, Set-9328-55-01_(7).jpg, Set-9328-55-01_(8).jpg",AD NECKLACE SET,Inspired by the Stone Age & beautiful carving on the beads with matching earrings make this Necklace set on of its own kind.
Ameican Daimond Necklace Set,Set-9181-55-AD,A rare beautiful stones are used to give this Necklace set an elegant look.,,,,,1,25000,25000,,,,,"Set-9181-55-01_(1).jpg, Set-9181-55-01_(3).jpg, Set-9181-55-01_(4).jpg",AD NECKLACE SET,A rare beautiful stones are used to give this Necklace set an elegant look.
Ameican Daimond Necklace Set,Set-8430-72-AD,Marvelous is the only word to describe this elegant blue stone Necklace with white pearl.,,,,,1,45000,45000,,,,,"Set-8430-72-01_(1).jpg, Set-8430-72-01_(2).jpg, Set-8430-72-01_(3).jpg",AD NECKLACE SET,Marvelous is the only word to describe this elegant blue stone Necklace with white pearl.
Ameican Daimond Necklace Set,Set-8658-24,Magnifico! The beautiful color combination of blue stone and white pearl make this Necklace set look very adorable.,,,,,1,11400,11400,,,,,"Set-8658-24-01_(1).jpg, Set-8658-24-01_(3).jpg, Set-8658-24-01_(4).jpg",AD NECKLACE SET,Magnifico! The beautiful color combination of blue stone and white pearl make this Necklace set look very adorable.
Ameican Daimond Necklace Set,Set-9309-55-AD,Inspired by Emperor Era this exquisite green beads necklace set wills double your beauty.,,,,,1,11750,11750,,,,,"Set-9309-55-01_(1).jpg, Set-9309-55-01_(3).jpg, Set-9309-55-01_(4).jpg",AD NECKLACE SET,Inspired by Emperor Era this exquisite green beads necklace set wills double your beauty.
Ameican Daimond Necklace Set,Set-7937-16-AD,American diamond designed with blue stone embedded in it while the ending is full of beautiful orange beads complete this amazing Necklace set.,,,,,1,24500,24500,,,,,"Set-7937-16-01_(1).jpg, Set-7937-16-01_(3).jpg",AD NECKLACE SET,American diamond designed with blue stone embedded in it while the ending is full of beautiful orange beads complete this amazing Necklace set.
Ameican Daimond Necklace Set,Set-8660-24-AD,Who don't love big pearl & beautiful stones; a complete necklace set design with beautiful pearls & stones.,,,,,1,8388,8388,,,,,"Set-8660-24-01_(1).jpg, Set-8660-24-01_(3).jpg, Set-8660-24-01_(4).jpg",AD NECKLACE SET,Who don't love big pearl & beautiful stones; a complete necklace set design with beautiful pearls & stones.
Ameican Daimond Necklace Set,Set-9220-55-AD,Combination of Sparkling & dark are rare but we bring this rare combination Necklace set especially for you.,,,,,1,8500,8500,,,,,"Set-9220-55-01_(1).jpg, Set-9220-55-01_(3).jpg",AD NECKLACE SET,Combination of Sparkling & dark are rare but we bring this rare combination Necklace set especially for you.
Ameican Daimond Necklace Set,Set-9179-55-AD,A perfect look of rich Mughal era gives this necklace an elite look.,,,,,1,12500,12500,,,,,"Set-9179-55-01_(1).jpg, Set-9179-55-01_(4).jpg, Set-9179-55-01_(5).jpg",AD NECKLACE SET,A perfect look of rich Mughal era gives this necklace an elite look.
Ameican Daimond Necklace Set,Set-8633-24-AD,Necklace which will flaunt you & your eyes. Beautifully designed which make the others eye follow you.,,,,,1,35000,35000,,,,,Set-8633-24-01_(1).jpg,AD NECKLACE SET,Necklace which will flaunt you & your eyes. Beautifully designed which make the others eye follow you.
American Diamond Payal,Pay-1290-22-AD,"Pick a designer collection, a beautiful artistic diamond with golden touch.",,,,,1,7690,7690,,,,,PAY-1290-22-01_(1).jpg,AD PAYAL,"Pick a designer collection, a beautiful artistic diamond with golden touch."
American Diamond Payal,Pay-1291-101-AD,Step with beat of artistic payal with circled diamonds.,,,,,1,4150,4150,,,,,PAY-1291-101-01.jpg,AD PAYAL,Step with beat of artistic payal with circled diamonds.
American Diamond Payal,Pay--981-67-AD,Floral designer payal which will conquer the party with its shine.,,,,,1,7500,7500,,,,,PAY-981-67-01_(1).jpg,AD PAYAL,Floral designer payal which will conquer the party with its shine.
American Diamond Payal,Pay-1936-33-AD,Drop of American diamonds engraved in this beautiful payal.,,,,,1,3650,3650,,,,,PAY-1936-33-01_(3).jpg,AD PAYAL,Drop of American diamonds engraved in this beautiful payal.
American Diamond Payal,Pay-802-13-AD,A series of beautiful diamond spokes adjoining with a small diamond gives a superior look to your personality.,,,,,1,7750,7750,,,,,PAY-802-13-01_(1).jpg,AD PAYAL,A series of beautiful diamond spokes adjoining with a small diamond gives a superior look to your personality.
American Diamond Payal,Pay-1940-33-AD,Make them on their knees with beautiful American Diamond Payal ,,,,,1,3150,3150,,,,,PAY-1940-22-01_(1).jpg,AD PAYAL,Make them on their knees with beautiful American Diamond Payal 
American Diamond Payal,Pay-1137-13-AD,"Design elegantly with care,the sparkling payal.",,,,,1,3400,3400,,,,,PAY-1137-22-01_(1).jpg,AD PAYAL,"Design elegantly with care,the sparkling payal."
American Diamond Payal,Pay-1288-22-AD,A pave of beautiful diamonds gives it a magical princess look.,,,,,1,3580,3580,,,,,PAY-1288-22-01_(1).jpg,AD PAYAL,A pave of beautiful diamonds gives it a magical princess look.
American Diamond Payal,Pay-1016-33-AD,A hollow leaf shape design embedded with American diamond make this payal stand out in a crowd of hundred.,,,,,1,3500,3500,,,,,PAY-1016-33-01_(1).jpg,AD PAYAL,A hollow leaf shape design embedded with American diamond make this payal stand out in a crowd of hundred.
American Diamond Payal,Pay-824-13-AD,Eye sparkling beauty of American Diamond payal can make anyone bend down to kness.,,,,,1,3850,3850,,,,,PAY-824-13-01_(1).jpg,AD PAYAL,Eye sparkling beauty of American Diamond payal can make anyone bend down to kness.
American Diamond Payal,Pay-1277-13-AD,A series of beautiful diamond spokes adjoining with a small diamond gives a superior look to your personality.,,,,,1,3250,3250,,,,,PAY-1277-13-01_(3).jpg,AD PAYAL,A series of beautiful diamond spokes adjoining with a small diamond gives a superior look to your personality.
American Diamond Payal,Pay-1285-22-AD,A semi diamond shape design gives this payal dynasties look.,,,,,1,3890,3890,,,,,PAY-1285-22-01_(1).jpg,AD PAYAL,A semi diamond shape design gives this payal dynasties look.
American Diamond Payal,Pay-512-25-AD,The heart pump payal designed beautifully with American diamond.,,,,,1,2450,2450,,,,,PAY-512-25-01_(1).jpg,AD PAYAL,The heart pump payal designed beautifully with American diamond.
American Diamond Payal,Pay-1283-22-AD,Engraved with beautiful designer diamonds payal which carry away on any attitre.,,,,,1,3850,3850,,,,,PAY-1283-22-01_(1).jpg,AD PAYAL,Engraved with beautiful designer diamonds payal which carry away on any attitre.
American Diamond Payal,Pay-1281-22-AD,Adorable American Diamond payal suited to charm for any party look.,,,,,1,3500,3500,,,,,PAY-1281-22-01_(1).jpg,AD PAYAL,Adorable American Diamond payal suited to charm for any party look.
American Diamond Payal,Pay-1287-22-AD,Beautiful payal for the beautiful in you a wedding designed payal which can flaunt anyone with its dazzling look.,,,,,1,9950,9950,,,,,PAY-1287-22-01_(1).jpg,AD PAYAL,Beautiful payal for the beautiful in you a wedding designed payal which can flaunt anyone with its dazzling look.
American Diamond Payal,Pay-986-67-AD,Simple & Sophistication is what describe the natural beauty of this designer payal.,,,,,1,7995,7995,,,,,PAY-986-67-01_(1).jpg,AD PAYAL,Simple & Sophistication is what describe the natural beauty of this designer payal.
American Diamond Payal,Pay-1939-33-AD,Handpicked designer collection of American diamond payal to suite any occasion.,,,,,1,5100,5100,,,,,PAY-1939-33-01_(1).jpg,AD PAYAL,Handpicked designer collection of American diamond payal to suite any occasion.
American Diamond Payal,Pay-1942-33-AD,Stunning payal with petal shaped give you a floral look of elegance.,,,,,1,7000,7000,,,,,PAY-1942-33-01_(1).jpg,AD PAYAL,Stunning payal with petal shaped give you a floral look of elegance.
American Diamond Payal,Pay-1143-13-AD,American diamond engraved in petal shaped will make world come to their knees.,,,,,1,4450,4450,,,,,PAY-1143-13-01_(2).jpg,AD PAYAL,American diamond engraved in petal shaped will make world come to their knees.
