name,sku,description,url,metatitle,metadescription,metakeyword,quantity,price,wholesaleprice,firstsaleprice,secondsaleprice,specialpricefrom,specialpriceto,image,category,productfeatures
Vilandi Set,Set-9457-100-KD,Sparkling Vilandi set designed with Gold Plated and Meenakari ,,,,,10,15500,15500,,,,,"Set-9457-100-01 (1).jpg,Set-9457-100-01 (3).jpg,Set-9457-100-01 (5)jpg",Vilandi Necklace Set,"Sparkling Vilandi set designed with Gold Plated, Meenakari "
Vilandi Set,Set-9485-56-VL,Relegant Vilandi set designed with Gold Plated Chain and Acute Stone ,,,,,10,11950,11950,,,,,"Set-9485-56-01 (1).jpg,Set-9485-56-01 (3).jpg,Set-9485-56-01 (4).jpg",Vilandi Necklace Set,"Relegant Vilandi set designed with Gold Plated Chain , Acute Stone "
Vilandi Set ,Set-9481-13-VL,"Designer Vilandi set designed with Gold Plated Chain , Fresh Water Pearl and Safayar, Invisible Setting  Stone ",,,,,10,29800,29800,,,,,Set-9481-13-VL.jpg,Vilandi Necklace Set,"Designer Vilandi set designed with Gold Plated Chain , Fresh Water Pearl and Safayar, Invisible Setting  Stone "
Vilandi Set ,Set-8442-13-VL,"Artistic  and designer Vilandi set designed with Acute Stone, Fresh Water Pearl and American Diamond and Ruby Invisible Setting  Stone ",,,,,10,25450,25450,,,,,Set-8442-13-VL.jpg,Vilandi Necklace Set,"Artistic  and designer Vilandi set designed with Acute Stone, Fresh Water Pearl and American Diamond and Ruby Invisible Setting  Stone "
Vilandi Set ,Set-9448-13-VL ,"Marvelous Vilandi set designed with Fresh Water Pearl , American Diamond  Safayar Invisible Setting Stone ",,,,,10,18000,18000,,,,,Set-9448-13-VL.jpg,Vilandi Necklace Set,"Marvelous Vilandi set designed with Fresh Water Pearl , American Diamond  Safayar Invisible Setting Stone "
Kundan ,Set-9494-100-KD,Sparkling and Elegant Kundan with Gold Plated Polish  and Meenakari ,,,,,10,9250,9250,,,,,"Set-9494-100-01 (1).jpgSet-9494-100-01 (3).jpg,Set-9494-100-01 (4).jpg",Kundan ,"Sparkling and Elegant Kundan with Gold Plated Polish , Meenakari "
Kundan ,Set-9493-100-KD,Mgnificant Kundan with Gold Plated Polish  and Meenakari ,,,,,10,8695,8695,,,,,"Set-9493-100-01 (1).jpg,Set-9493-100-01 (3).jpg,Set-9493-100-01 (4).jpg",Kundan ,"Mgnificant Kundan with Gold Plated Polish , Meenakari "
Kundan ,Set-9487-56-KD ,"Superior looking Kundan with Gold Plated Polish , Meenakari ",,,,,10,7500,7500,,,,,"Set-9487-56-01 (1).jpg,Set-9487-56-01 (3).jpg,Set-9487-56-01 (4).jpg",Kundan ,"Superior looking Kundan with Gold Plated Polish , Meenakari "
Vilandi Set ,Set-8439-13-VL ,Elegant Vilandi set designed with American Diamond  and Ruby Invisible Setting Stone ,,,,,10,17095,17095,,,,,Set-8439-13-VL.jpg,Vilandi Necklace Set,"Elegant Vilandi set designed with American Diamond , Ruby Invisible Setting Stone "
Vilandi Set ,Set-8779-57-VL ,Adorable Vilandi set designed with Acute Diamond and Meenakari ,,,,,10,16500,16500,,,,,"Set-8779-57-01 (1).jpg,Set-8779-57-01 (5).jpg,Set-8779-57-01 (6).jpg",Vilandi Necklace Set,Adorable Vilandi set designed with Acute Diamond and Meenakari 
Vilandi Set ,Set-9514-57-VL ,"Sophisticated designer Vilandi set designed with American Diamond , Acute Stone and Meenakari ",,,,,10,55000,55000,,,,,"Set-9514-57-01 (1).jpg,Set-9514-57-01 (3).jpg,Set-9514-57-01 (4).jpg",Vilandi Necklace Set,"Sophisticated designer Vilandi set designed with American Diamond , Acute Stone and Meenakari "
Vilandi Set ,Set-9327-24-VL,"Gorgeous Vilandi set designed with Invisible Setting Ruby Stone, Fresh Water Pearl ",,,,,10,8280,8280,,,,,Set-9327-24-VL.jpg,Vilandi Necklace Set,"Gorgeous Vilandi set designed with Invisible Setting Ruby Stone, Fresh Water Pearl "
Vilandi Set ,Set-8445-13-VL ,"Stunning Vilandi set designed with Invisible Setting Ruby Stone, Fresh Water Pearl ",,,,,10,17650,17650,,,,,Set-8445-13-VL.jpg,Vilandi Necklace Set,"Stunning Vilandi set designed with Invisible Setting Ruby Stone, Fresh Water Pearl "
Vilandi Set ,Set-9495-13-VL ,Elegant Vilandi set Invisible Setting Ruby Stone and Acute Stone,,,,,10,12500,12500,,,,,"Set-9495-13-01 (1).jpg,Set-9495-13-01 (3).jpg,Set-9495-13-01 (4).jpg",Vilandi Necklace Set,"Elegant Vilandi set Invisible Setting Ruby Stone, Acute Stone"
American Diamond,Set-9540-33-VL ,Stunning Necklace set with Rhoduim Polish and  Silver With Brass ,,,,,10,12500,12500,,,,,"Set-9540-33-01 (3).jpg,Set-9540-33-01 (4).jpg",American Diamond Necklace Set,"Stunning Necklace set with Rhoduim Polish, Silver With Brass "
American Diamond,Set-9534-33-AD,"Dazzling Necklace set with Rhoduim Polish, Safayar Stone and  Silver With Brass ",,,,,10,9150,9150,,,,,"Set-9534-33-01 (1).jpg,Set-9534-33-01 (3).jpg,Set-9534-33-01 (4).jpg,Set-9534-33-01 (1).jpg",American Diamond Necklace Set,"Dazzling Necklace set with Rhoduim Polish, Safayar Stone and  Silver With Brass "
American Diamond,Set-9537-33-AD ,"Elegant Necklace set with Gold Plated Polish , Ameircan Diamond and Silver With Brass ",,,,,10,10500,10500,,,,,"Set-9537-33-01 (1).jpg,Set-9537-33-01 (3).jpg,Set-9537-33-01 (4).jpg,Set-9537-33-01 (5).jpg,Set-9537-33-01 (8).jpg",American Diamond Necklace Set,"Elegant Necklace set with Gold Plated Polish , Ameircan Diamond and Silver With Brass "
Vilandi ,Set-7848-16-VL,"Designer Vilandi set designed with Acute Stone , Creation Set and Safayar Mala ",,,,,10,25500,25500,,,,,"Set-7848-16-01 (1).jpg,Set-7848-16-01 (3).jpg,Set-7848-16-01 (4).jpg",Vilandi Necklace Set,"Elegant designer Vilandi set designed with Acute Stone , Creation Set and Safayar Mala "
American Diamond,Set-9537-33-AD ,"Sparkling  necklace  with American Diamond , Ruby Stone and Silver With Gold Polish and Brass ",,,,,10,10500,10500,,,,,"Set-9537-33-01 (1).jpg,Set-9537-33-01 (3).jpg,Set-9537-33-01 (4).jpg,Set-9537-33-01 (5).jpg,Set-9537-33-01 (8).jpg",American Diamond Necklace Set,"Sparkling  necklace  with American Diamond , Ruby Stone and Silver With Gold Polish and Brass "
American Diamond,Set-9536-33-AD ,"Unique designer necklace set with Rhodium Polish, American Diamond and Silver With Brass ",,,,,10,9990,9990,,,,,"Set-9536-33-01 (2).jpg,Set-9536-33-01 (3).jpg",American Diamond Necklace Set,"Unique designer necklace set with Rhodium Polish, American Diamond and Silver With Brass "
American Diamond,Set-9535-33-AD,"Brilliant piece of Necklace set with American Diamond , Safayar Stone and Silver With Gold Polish and Brass ",,,,,10,11500,11500,,,,,"Set-9535-33-01 (1).jpg,Set-9535-33-01 (3).jpg,Set-9535-33-01 (4).jpg",American Diamond Necklace Set,"Brilliant piece of Necklace set with American Diamond , Safayar Stone and Silver With Gold Polish and Brass "
Pearl Mala ,Mala-1648-138-PRL,"Exquisite Pearl Mala with Trimulin Beats , Semi Precious Stone ",,,,,10,16000,16000,,,,,Set-1648-138-01 (1).jpg,Pearl Mala ,"Exquisite Pearl Mala with Trimulin Beats , Semi Precious Stone "
Peral Mala ,Mala-1641-138-PRL,Classic looking Pearl Mala with Ruby Stone ,,,,,10,17000,17000,,,,,MALA-1641-138-PRL.jpg,Peral Mala ,Classic looking Pearl Mala with Ruby Stone 
Peral Mala ,Mala-1645-138-PRL,"Colourful Beaded Pearl Mala  with Trimulin Beats , Semi Precious Stone ",,,,,10,7500,7500,,,,,MALA-1645-138-PRL.jpg,Peral Mala ,"Colourful Beaded Pearl Mala  with Trimulin Beats , Semi Precious Stone "
Antique ,Mala-1599-16-AT,"Sophisticated and Elegant designed Antique with Creation Set, Ruby Invisible Setting , Fresh Water Pearl and Acute Stone ",,,,,10,30000,30000,,,,,Set-1599-16-01 (1).jpg,Antique ,"Sophisticated and Elegant designed Antique with Creation Set, Ruby Invisible Setting , Fresh Water Pearl and Acute Stone "
Vilandi ,Set-9488-24-VL,"Artistic necklace Set with American Diamond, Silver Chain and Meenakari and Ruby Stone ",,,,,10,31400,31400,,,,,Set-9488-24-VL.jpg,Vilandi Necklace Set,"Artistic necklace Set with American Diamond, Silver Chain and Meenakari and Ruby Stone "
